cell,assigned,dominant,continent,share,land_frac,verdict,breakdown,rows,images
Southeast_Asia_115_0_120_5,Southeast Asia,Southeast Asia,Asia,1.0,0.59,ok,Southeast Asia 100%,84140,961
Southeast_Asia_120_0_125_5,Southeast Asia,Southeast Asia,Asia,1.0,0.116,ok,Southeast Asia 100%,56602,779
Southeast_Asia_125_0_130_5,Southeast Asia,Southeast Asia,Asia,1.0,0.067,ok,Southeast Asia 100%,12468,71
Southeast_Asia_130_0_135_5,Southeast Asia,New Zealand & Pacific,Oceania,1.0,0.0,MISASSIGNED,New Zealand & Pacific 100%,0,0
Southeast_Asia_135_0_140_5,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_140_0_145_5,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_145_0_150_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_150_0_155_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_155_0_160_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_0_165_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_0_170_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_170_0_175_5,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.001,ok,New Zealand & Pacific 100%,6754,414
New_Zealand_and_Pacific_175_0_180_5,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_5_-175_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_5_-170_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_5_-165_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_5_-160_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_5_-155_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_5_-150_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_5_-145_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_5_-140_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_5_-135_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_5_-130_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_5_-125_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_5_-120_10,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-120_5_-115_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-115_5_-110_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-110_5_-105_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-105_5_-100_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-100_5_-95_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-95_5_-90_10,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-90_5_-85_10,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.006,ok,Central America & Caribbean 100%,286596,5325
Central_America_and_Caribbean_-85_5_-80_10,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.214,ok,Central America & Caribbean 100%,2098109,15197
Central_America_and_Caribbean_-80_5_-75_10,Central America & Caribbean,South America,South America,0.798,0.51,MISASSIGNED,South America 80%; Central America & Caribbean 20%,0,0
Central_America_and_Caribbean_-75_5_-70_10,Central America & Caribbean,South America,South America,1.0,0.97,MISASSIGNED,South America 100%,0,0
Central_America_and_Caribbean_-70_5_-65_10,Central America & Caribbean,South America,South America,1.0,1.0,MISASSIGNED,South America 100%,0,0
Central_America_and_Caribbean_-65_5_-60_10,Central America & Caribbean,South America,South America,1.0,0.929,MISASSIGNED,South America 100%,0,0
Central_America_and_Caribbean_-60_5_-55_10,Central America & Caribbean,South America,South America,1.0,0.347,MISASSIGNED,South America 100%,0,0
South_America_-55_5_-50_10,South America,South America,South America,1.0,0.066,ok,South America 100%,20301,7
South_America_-50_5_-45_10,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-45_5_-40_10,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_5_-35_10,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_5_-30_10,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_5_-25_10,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-25_5_-20_10,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Africa_-20_5_-15_10,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-15_5_-10_10,Africa,Africa,Africa,1.0,0.402,ok,Africa 100%,542940,9678
Africa_-10_5_-5_10,Africa,Africa,Africa,1.0,0.981,ok,Africa 100%,187424,1930
Africa_-5_5_0_10,Africa,Africa,Africa,1.0,0.965,ok,Africa 100%,1009141,14219
Africa_0_5_5_10,Africa,Africa,Africa,1.0,0.762,ok,Africa 100%,1438542,10550
Africa_5_5_10_10,Africa,Africa,Africa,1.0,0.99,ok,Africa 100%,509305,18902
Africa_10_5_15_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,267915,1607
Africa_15_5_20_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,226688,9306
Africa_20_5_25_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,2791,0
Africa_25_5_30_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,11460,48
Africa_30_5_35_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,130939,1403
Africa_35_5_40_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,868954,26405
Africa_40_5_45_10,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,258604,3708
Africa_45_5_50_10,Africa,Africa,Africa,1.0,0.897,ok,Africa 100%,283334,2744
Africa_50_5_55_10,Africa,Africa,Africa,1.0,0.041,ok,Africa 100%,0,0
Indian_Ocean_55_5_60_10,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_60_5_65_10,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_65_5_70_10,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_70_5_75_10,South Asia,South Asia,Seven seas (open ocean),1.0,0.0,ok,South Asia 100%,0,0
South_Asia_75_5_80_10,South Asia,South Asia,Asia,1.0,0.161,ok,South Asia 100%,1635097,6943
South_Asia_80_5_85_10,South Asia,South Asia,Asia,1.0,0.199,ok,South Asia 100%,506620,4481
South_Asia_85_5_90_10,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_90_5_95_10,South Asia,South Asia,Seven seas (open ocean),1.0,0.005,ok,South Asia 100%,0,0
South_Asia_95_5_100_10,South Asia,Southeast Asia,Asia,1.0,0.168,taxonomy,Southeast Asia 100%,423037,1537
Southeast_Asia_100_5_105_10,Southeast Asia,Southeast Asia,Asia,1.0,0.2,ok,Southeast Asia 100%,1757995,2553
Southeast_Asia_105_5_110_10,Southeast Asia,Southeast Asia,Asia,1.0,0.05,ok,Southeast Asia 100%,43685,1304
Southeast_Asia_110_5_115_10,Southeast Asia,Southeast Asia,Asia,1.0,0.0,ok,Southeast Asia 100%,22034,0
Southeast_Asia_115_5_120_10,Southeast Asia,Southeast Asia,Asia,1.0,0.184,ok,Southeast Asia 100%,47412,68
Southeast_Asia_120_5_125_10,Southeast Asia,Southeast Asia,Asia,1.0,0.198,ok,Southeast Asia 100%,193295,6620
Southeast_Asia_125_5_130_10,Southeast Asia,Southeast Asia,Asia,1.0,0.159,ok,Southeast Asia 100%,3559604,51109
Southeast_Asia_130_5_135_10,Southeast Asia,New Zealand & Pacific,Oceania,1.0,0.001,MISASSIGNED,New Zealand & Pacific 100%,0,0
Southeast_Asia_135_5_140_10,Southeast Asia,New Zealand & Pacific,Oceania,1.0,0.0,MISASSIGNED,New Zealand & Pacific 100%,25530,172
Southeast_Asia_140_5_145_10,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_145_5_150_10,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_150_5_155_10,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,27696,399
New_Zealand_and_Pacific_155_5_160_10,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.001,ok,New Zealand & Pacific 100%,111158,2289
New_Zealand_and_Pacific_160_5_165_10,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,77231,1783
New_Zealand_and_Pacific_165_5_170_10,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,0,0
New_Zealand_and_Pacific_170_5_175_10,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,6797,618
New_Zealand_and_Pacific_175_5_180_10,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_10_-175_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_10_-170_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_10_-165_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_10_-160_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_10_-155_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_10_-150_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_10_-145_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_10_-140_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_10_-135_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_10_-130_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_10_-125_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_10_-120_15,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-120_10_-115_15,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-115_10_-110_15,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-110_10_-105_15,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-105_10_-100_15,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-100_10_-95_15,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-95_10_-90_15,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.092,ok,Central America & Caribbean 100%,3751191,20261
Central_America_and_Caribbean_-90_10_-85_15,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.526,ok,Central America & Caribbean 100%,8426895,98570
Central_America_and_Caribbean_-85_10_-80_15,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.295,ok,Central America & Caribbean 100%,1040420,11356
Central_America_and_Caribbean_-80_10_-75_15,Central America & Caribbean,South America,South America,1.0,0.017,MISASSIGNED,South America 100%,0,0
Central_America_and_Caribbean_-75_10_-70_15,Central America & Caribbean,South America,South America,0.999,0.278,MISASSIGNED,South America 100%; Central America & Caribbean 0%,0,0
Central_America_and_Caribbean_-70_10_-65_15,Central America & Caribbean,South America,South America,0.985,0.162,MISASSIGNED,South America 98%; Central America & Caribbean 2%,0,0
Central_America_and_Caribbean_-65_10_-60_15,Central America & Caribbean,South America,South America,0.692,0.078,MISASSIGNED,South America 69%; Central America & Caribbean 31%,0,0
Central_America_and_Caribbean_-60_10_-55_15,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.001,ok,Central America & Caribbean 100%,105347,141
South_America_-55_10_-50_15,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-50_10_-45_15,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-45_10_-40_15,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_10_-35_15,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_10_-30_15,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_10_-25_15,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-25_10_-20_15,Atlantic Ocean,Africa,Africa,1.0,0.002,ocean-label-kept,Africa 100%,31351,149
Africa_-20_10_-15_15,Africa,Africa,Africa,1.0,0.233,ok,Africa 100%,717732,54521
Africa_-15_10_-10_15,Africa,Africa,Africa,1.0,0.981,ok,Africa 100%,141762,1761
Africa_-10_10_-5_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,594024,10740
Africa_-5_10_0_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,624131,15178
Africa_0_10_5_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,811320,14379
Africa_5_10_10_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,975502,21186
Africa_10_10_15_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,881952,20511
Africa_15_10_20_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,1047033,28579
Africa_20_10_25_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,773522,15363
Africa_25_10_30_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,683561,6857
Africa_30_10_35_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,689709,7002
Africa_35_10_40_15,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,846580,10966
Africa_40_10_45_15,Africa,Africa,Africa,0.773,0.737,ok,Africa 77%; Middle East 23%,621885,5903
Africa_45_10_50_15,Africa,Middle East,Asia,0.527,0.445,straddles,Middle East 53%; Africa 47%,682457,6745
Africa_50_10_55_15,Africa,Africa,Africa,0.852,0.092,ok,Africa 85%; Middle East 15%,14978,492
Middle_East_55_10_60_15,Middle East,,,0.0,0.0,ocean-no-land,,0,0
Middle_East_60_10_65_15,Middle East,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_65_10_70_15,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_70_10_75_15,South Asia,South Asia,Asia,1.0,0.042,ok,South Asia 100%,414819,2354
South_Asia_75_10_80_15,South Asia,South Asia,Asia,1.0,0.91,ok,South Asia 100%,3760869,17782
South_Asia_80_10_85_15,South Asia,South Asia,Asia,1.0,0.021,ok,South Asia 100%,562280,4200
South_Asia_85_10_90_15,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_90_10_95_15,South Asia,South Asia,Seven seas (open ocean),1.0,0.017,ok,South Asia 100%,340811,2215
South_Asia_95_10_100_15,South Asia,Southeast Asia,Asia,1.0,0.275,taxonomy,Southeast Asia 100%,2861173,9238
Southeast_Asia_100_10_105_15,Southeast Asia,Southeast Asia,Asia,1.0,0.625,ok,Southeast Asia 100%,34306533,455839
Southeast_Asia_105_10_110_15,Southeast Asia,Southeast Asia,Asia,1.0,0.759,ok,Southeast Asia 100%,14001884,321086
Southeast_Asia_110_10_115_15,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_115_10_120_15,Southeast Asia,Southeast Asia,Asia,1.0,0.02,ok,Southeast Asia 100%,3423,0
Southeast_Asia_120_10_125_15,Southeast Asia,Southeast Asia,Asia,1.0,0.277,ok,Southeast Asia 100%,13810895,135527
Southeast_Asia_125_10_130_15,Southeast Asia,Southeast Asia,Asia,1.0,0.034,ok,Southeast Asia 100%,117679,490
Southeast_Asia_130_10_135_15,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_135_10_140_15,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_140_10_145_15,Southeast Asia,New Zealand & Pacific,Oceania,1.0,0.002,MISASSIGNED,New Zealand & Pacific 100%,0,0
New_Zealand_and_Pacific_145_10_150_15,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,0,0
New_Zealand_and_Pacific_150_10_155_15,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_155_10_160_15,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_10_165_15,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_10_170_15,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.0,ok,New Zealand & Pacific 100%,0,0
New_Zealand_and_Pacific_170_10_175_15,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_175_10_180_15,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_15_-175_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_15_-170_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_15_-165_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_15_-160_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_15_-155_20,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.031,ocean-label-kept,New Zealand & Pacific 100%,487600,12098
Pacific_Ocean_-155_15_-150_20,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.002,ocean-label-kept,New Zealand & Pacific 100%,52220,1207
Pacific_Ocean_-150_15_-145_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_15_-140_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_15_-135_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_15_-130_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_15_-125_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_15_-120_20,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-120_15_-115_20,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-115_15_-110_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.0,ok,Central America & Caribbean 100%,0,0
Central_America_and_Caribbean_-110_15_-105_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.006,ok,Central America & Caribbean 100%,570,0
Central_America_and_Caribbean_-105_15_-100_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.387,ok,Central America & Caribbean 100%,1505854,458
Central_America_and_Caribbean_-100_15_-95_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.709,ok,Central America & Caribbean 100%,17551301,55650
Central_America_and_Caribbean_-95_15_-90_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.671,ok,Central America & Caribbean 100%,2619879,32925
Central_America_and_Caribbean_-90_15_-85_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.49,ok,Central America & Caribbean 100%,1545296,8963
Central_America_and_Caribbean_-85_15_-80_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.043,ok,Central America & Caribbean 100%,223875,10270
Central_America_and_Caribbean_-80_15_-75_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.045,ok,Central America & Caribbean 100%,92393,2378
Central_America_and_Caribbean_-75_15_-70_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.211,ok,Central America & Caribbean 100%,574873,5128
Central_America_and_Caribbean_-70_15_-65_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.077,ok,Central America & Caribbean 100%,648306,7374
Central_America_and_Caribbean_-65_15_-60_20,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.012,ok,Central America & Caribbean 100%,1246983,19158
Central_America_and_Caribbean_-60_15_-55_20,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-55_15_-50_20,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-50_15_-45_20,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-45_15_-40_20,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-40_15_-35_20,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-35_15_-30_20,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_15_-25_20,Atlantic Ocean,Africa,Africa,1.0,0.003,ocean-label-kept,Africa 100%,35664,486
Atlantic_Ocean_-25_15_-20_20,Atlantic Ocean,Africa,Africa,1.0,0.007,ocean-label-kept,Africa 100%,57123,640
Africa_-20_15_-15_20,Africa,Africa,Africa,1.0,0.271,ok,Africa 100%,220745,6329
Africa_-15_15_-10_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,76167,7071
Africa_-10_15_-5_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,26,0
Africa_-5_15_0_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,93277,1264
Africa_0_15_5_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,245984,1172
Africa_5_15_10_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,428599,11406
Africa_10_15_15_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,244737,1211
Africa_15_15_20_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,241604,1260
Africa_20_15_25_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,245977,1230
Africa_25_15_30_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,243621,1210
Africa_30_15_35_20,Africa,Africa,Africa,1.0,1.0,ok,Africa 100%,250043,1220
Africa_35_15_40_20,Africa,Africa,Africa,1.0,0.717,ok,Africa 100%,246878,1229
Africa_40_15_45_20,Africa,Middle East,Asia,0.994,0.61,MISASSIGNED,Middle East 99%; Africa 1%,0,0
Africa_45_15_50_20,Africa,Middle East,Asia,1.0,1.0,MISASSIGNED,Middle East 100%,0,0
Africa_50_15_55_20,Africa,Middle East,Asia,1.0,0.784,MISASSIGNED,Middle East 100%,0,0
Middle_East_55_15_60_20,Middle East,Middle East,Asia,1.0,0.195,ok,Middle East 100%,105269,636
Middle_East_60_15_65_20,Middle East,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_65_15_70_20,South Asia,,,0.0,0.0,ocean-no-land,,0,0
South_Asia_70_15_75_20,South Asia,South Asia,Asia,1.0,0.359,ok,South Asia 100%,1468059,14542
South_Asia_75_15_80_20,South Asia,South Asia,Asia,1.0,1.0,ok,South Asia 100%,2000546,4129
South_Asia_80_15_85_20,South Asia,South Asia,Asia,1.0,0.574,ok,South Asia 100%,1028038,30308
South_Asia_85_15_90_20,South Asia,South Asia,Asia,1.0,0.014,ok,South Asia 100%,1347,30
South_Asia_90_15_95_20,South Asia,Southeast Asia,Asia,1.0,0.13,taxonomy,Southeast Asia 100%,67905,655
South_Asia_95_15_100_20,South Asia,Southeast Asia,Asia,1.0,0.848,taxonomy,Southeast Asia 100%,6368855,22176
Southeast_Asia_100_15_105_20,Southeast Asia,Southeast Asia,Asia,1.0,1.0,ok,Southeast Asia 100%,9705629,88332
Southeast_Asia_105_15_110_20,Southeast Asia,Southeast Asia,Asia,0.839,0.47,ok,Southeast Asia 84%; East Asia 16%,1336917,18123
Southeast_Asia_110_15_115_20,Southeast Asia,East Asia,Asia,1.0,0.039,taxonomy,East Asia 100%,60149,344
Southeast_Asia_115_15_120_20,Southeast Asia,Southeast Asia,Asia,1.0,0.005,ok,Southeast Asia 100%,6320,139
Southeast_Asia_120_15_125_20,Southeast Asia,Southeast Asia,Asia,1.0,0.245,ok,Southeast Asia 100%,1723931,16045
Southeast_Asia_125_15_130_20,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_130_15_135_20,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_135_15_140_20,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
Southeast_Asia_140_15_145_20,Southeast Asia,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_145_15_150_20,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.001,ok,New Zealand & Pacific 100%,1,0
New_Zealand_and_Pacific_150_15_155_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_155_15_160_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_15_165_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_15_170_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_170_15_175_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_175_15_180_20,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_20_-175_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_20_-170_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_20_-165_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_20_-160_25,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.001,ocean-label-kept,New Zealand & Pacific 100%,0,0
Pacific_Ocean_-160_20_-155_25,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.023,ocean-label-kept,New Zealand & Pacific 100%,1688431,23117
Pacific_Ocean_-155_20_-150_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_20_-145_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_20_-140_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_20_-135_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_20_-130_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_20_-125_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_20_-120_25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-120_20_-115_25,Central America & Caribbean,,,0.0,0.0,ocean-no-land,,0,0
Central_America_and_Caribbean_-115_20_-110_25,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.061,ok,Central America & Caribbean 100%,23473,2
Central_America_and_Caribbean_-110_20_-105_25,Central America & Caribbean,Central America & Caribbean,North America,1.0,0.257,ok,Central America & Caribbean 100%,196719,189
