cell,assigned,dominant,continent,share,land_frac,verdict,breakdown,rows,images
Indian_Ocean_55_-50_60_-45,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_60_-50_65_-45,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_65_-50_70_-45,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_70_-50_75_-45,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_75_-50_80_-45,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_80_-50_85_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_85_-50_90_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_90_-50_95_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_95_-50_100_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_100_-50_105_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_105_-50_110_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_110_-50_115_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_115_-50_120_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_120_-50_125_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_125_-50_130_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_130_-50_135_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_135_-50_140_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_140_-50_145_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_145_-50_150_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_150_-50_155_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_155_-50_160_-45,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_-50_165_-45,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_-50_170_-45,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.189,ok,New Zealand & Pacific 100%,696817,21722
New_Zealand_and_Pacific_170_-50_175_-45,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.035,ok,New Zealand & Pacific 100%,94302,4050
New_Zealand_and_Pacific_175_-50_180_-45,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_-45_-175_-40,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.004,ocean-label-kept,New Zealand & Pacific 100%,108719,5361
Pacific_Ocean_-175_-45_-170_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_-45_-165_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_-45_-160_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_-45_-155_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_-45_-150_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_-45_-145_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_-45_-140_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_-45_-135_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_-45_-130_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_-45_-125_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_-45_-120_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-120_-45_-115_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-115_-45_-110_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-110_-45_-105_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-105_-45_-100_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-100_-45_-95_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-95_-45_-90_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-90_-45_-85_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
South_America_-85_-45_-80_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-80_-45_-75_-40,South America,South America,South America,1.0,0.0,ok,South America 100%,0,0
South_America_-75_-45_-70_-40,South America,South America,South America,1.0,0.705,ok,South America 100%,775344,28760
South_America_-70_-45_-65_-40,South America,South America,South America,1.0,0.972,ok,South America 100%,118,0
South_America_-65_-45_-60_-40,South America,South America,South America,1.0,0.138,ok,South America 100%,55,0
South_America_-60_-45_-55_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-55_-45_-50_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-50_-45_-45_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-45_-45_-40_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_-45_-35_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_-45_-30_-40,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_-45_-25_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-25_-45_-20_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-20_-45_-15_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-15_-45_-10_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-10_-45_-5_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-5_-45_0_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_0_-45_5_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_5_-45_10_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_10_-45_15_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_15_-45_20_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_20_-45_25_-40,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_25_-45_30_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_30_-45_35_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_35_-45_40_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_40_-45_45_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_45_-45_50_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_50_-45_55_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_55_-45_60_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_60_-45_65_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_65_-45_70_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_70_-45_75_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_75_-45_80_-40,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_80_-45_85_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_85_-45_90_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_90_-45_95_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_95_-45_100_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_100_-45_105_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_105_-45_110_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Australia_110_-45_115_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_115_-45_120_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_120_-45_125_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_125_-45_130_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_130_-45_135_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_135_-45_140_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_140_-45_145_-40,Australia,Australia,Oceania,1.0,0.011,ok,Australia 100%,2965,140
Australia_145_-45_150_-40,Australia,Australia,Oceania,1.0,0.277,ok,Australia 100%,4116569,10638
Australia_150_-45_155_-40,Australia,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_155_-45_160_-40,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_-45_165_-40,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_-45_170_-40,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.101,ok,New Zealand & Pacific 100%,157205,4476
New_Zealand_and_Pacific_170_-45_175_-40,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.36,ok,New Zealand & Pacific 100%,1447320,31911
New_Zealand_and_Pacific_175_-45_180_-40,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.074,ok,New Zealand & Pacific 100%,636253,24554
Pacific_Ocean_-180_-40_-175_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_-40_-170_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_-40_-165_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_-40_-160_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_-40_-155_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_-40_-150_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_-40_-145_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_-40_-140_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_-40_-135_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_-40_-130_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_-40_-125_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_-40_-120_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-120_-40_-115_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-115_-40_-110_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-110_-40_-105_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-105_-40_-100_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-100_-40_-95_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-95_-40_-90_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-90_-40_-85_-35,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
South_America_-85_-40_-80_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-80_-40_-75_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-75_-40_-70_-35,South America,South America,South America,1.0,0.632,ok,South America 100%,2861139,54693
South_America_-70_-40_-65_-35,South America,South America,South America,1.0,1.0,ok,South America 100%,41518,231
South_America_-65_-40_-60_-35,South America,South America,South America,1.0,0.907,ok,South America 100%,136667,2490
South_America_-60_-40_-55_-35,South America,South America,South America,1.0,0.402,ok,South America 100%,303305,4282
South_America_-55_-40_-50_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-50_-40_-45_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-45_-40_-40_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_-40_-35_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_-40_-30_-35,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_-40_-25_-35,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-25_-40_-20_-35,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Africa_-20_-40_-15_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-15_-40_-10_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-10_-40_-5_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-5_-40_0_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_0_-40_5_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_5_-40_10_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_10_-40_15_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_15_-40_20_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_20_-40_25_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_25_-40_30_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_30_-40_35_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_35_-40_40_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_40_-40_45_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_45_-40_50_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_50_-40_55_-35,Africa,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_55_-40_60_-35,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_60_-40_65_-35,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_65_-40_70_-35,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_70_-40_75_-35,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_75_-40_80_-35,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_80_-40_85_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_85_-40_90_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_90_-40_95_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_95_-40_100_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_100_-40_105_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_105_-40_110_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Australia_110_-40_115_-35,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_115_-40_120_-35,Australia,Australia,Oceania,1.0,0.003,ok,Australia 100%,12428,42
Australia_120_-40_125_-35,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_125_-40_130_-35,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_130_-40_135_-35,Australia,,,0.0,0.0,ocean-no-land,,0,0
Australia_135_-40_140_-35,Australia,Australia,Oceania,1.0,0.087,ok,Australia 100%,931785,10831
Australia_140_-40_145_-35,Australia,Australia,Oceania,1.0,0.665,ok,Australia 100%,11153064,185177
Australia_145_-40_150_-35,Australia,Australia,Oceania,1.0,0.642,ok,Australia 100%,13086759,86544
Australia_150_-40_155_-35,Australia,Australia,Oceania,1.0,0.019,ok,Australia 100%,232471,2505
Pacific_Ocean_155_-40_160_-35,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_160_-40_165_-35,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_-40_170_-35,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_170_-40_175_-35,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.111,ok,New Zealand & Pacific 100%,3532102,101152
New_Zealand_and_Pacific_175_-40_180_-35,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.279,ok,New Zealand & Pacific 100%,1406389,25904
Pacific_Ocean_-180_-35_-175_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_-35_-170_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_-35_-165_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_-35_-160_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_-35_-155_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_-35_-150_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_-35_-145_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_-35_-140_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_-35_-135_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_-35_-130_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_-35_-125_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_-35_-120_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-120_-35_-115_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-115_-35_-110_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-110_-35_-105_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-105_-35_-100_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-100_-35_-95_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-95_-35_-90_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-90_-35_-85_-30,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
South_America_-85_-35_-80_-30,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-80_-35_-75_-30,South America,South America,Seven seas (open ocean),1.0,0.0,ok,South America 100%,0,0
South_America_-75_-35_-70_-30,South America,South America,South America,1.0,0.339,ok,South America 100%,9715878,80454
South_America_-70_-35_-65_-30,South America,South America,South America,1.0,1.0,ok,South America 100%,543267,2364
South_America_-65_-35_-60_-30,South America,South America,South America,1.0,1.0,ok,South America 100%,899937,5758
South_America_-60_-35_-55_-30,South America,South America,South America,1.0,0.949,ok,South America 100%,7171330,58363
South_America_-55_-35_-50_-30,South America,South America,South America,1.0,0.519,ok,South America 100%,2110997,4382
South_America_-50_-35_-45_-30,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-45_-35_-40_-30,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_-35_-35_-30,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_-35_-30_-30,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_-35_-25_-30,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-25_-35_-20_-30,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
Africa_-20_-35_-15_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-15_-35_-10_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-10_-35_-5_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_-5_-35_0_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_0_-35_5_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_5_-35_10_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_10_-35_15_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_15_-35_20_-30,Africa,Africa,Africa,1.0,0.356,ok,Africa 100%,1584343,28941
Africa_20_-35_25_-30,Africa,Africa,Africa,1.0,0.844,ok,Africa 100%,1068924,37504
Africa_25_-35_30_-30,Africa,Africa,Africa,1.0,0.605,ok,Africa 100%,1292906,57227
Africa_30_-35_35_-30,Africa,Africa,Africa,1.0,0.026,ok,Africa 100%,12724,0
Africa_35_-35_40_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_40_-35_45_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_45_-35_50_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Africa_50_-35_55_-30,Africa,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_55_-35_60_-30,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_60_-35_65_-30,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_65_-35_70_-30,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_70_-35_75_-30,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Indian_Ocean_75_-35_80_-30,Indian Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_80_-35_85_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_85_-35_90_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_90_-35_95_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_95_-35_100_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_100_-35_105_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_105_-35_110_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Australia_110_-35_115_-30,Australia,Australia,Oceania,1.0,0.001,ok,Australia 100%,8399,158
Australia_115_-35_120_-30,Australia,Australia,Oceania,1.0,0.866,ok,Australia 100%,1839523,39413
Australia_120_-35_125_-30,Australia,Australia,Oceania,1.0,0.739,ok,Australia 100%,446599,4761
Australia_125_-35_130_-30,Australia,Australia,Oceania,1.0,0.422,ok,Australia 100%,288144,4326
Australia_130_-35_135_-30,Australia,Australia,Oceania,1.0,0.422,ok,Australia 100%,437026,7353
Australia_135_-35_140_-30,Australia,Australia,Oceania,1.0,0.886,ok,Australia 100%,5554519,55704
Australia_140_-35_145_-30,Australia,Australia,Oceania,1.0,1.0,ok,Australia 100%,1327443,20853
Australia_145_-35_150_-30,Australia,Australia,Oceania,1.0,1.0,ok,Australia 100%,5610299,149185
Australia_150_-35_155_-30,Australia,Australia,Oceania,1.0,0.425,ok,Australia 100%,15590802,119528
Pacific_Ocean_155_-35_160_-30,Pacific Ocean,,,0.0,0.0,ocean-no-land,,198,0
New_Zealand_and_Pacific_160_-35_165_-30,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_165_-35_170_-30,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
New_Zealand_and_Pacific_170_-35_175_-30,New Zealand & Pacific,New Zealand & Pacific,Oceania,1.0,0.005,ok,New Zealand & Pacific 100%,22642,29
New_Zealand_and_Pacific_175_-35_180_-30,New Zealand & Pacific,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-180_-30_-175_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-175_-30_-170_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-170_-30_-165_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-165_-30_-160_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-160_-30_-155_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-155_-30_-150_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-150_-30_-145_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-145_-30_-140_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-140_-30_-135_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-135_-30_-130_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-130_-30_-125_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-125_-30_-120_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-120_-30_-115_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-115_-30_-110_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-110_-30_-105_-25,Pacific Ocean,New Zealand & Pacific,Oceania,1.0,0.0,ocean-label-kept,New Zealand & Pacific 100%,2169,141
Pacific_Ocean_-105_-30_-100_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-100_-30_-95_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Pacific_Ocean_-95_-30_-90_-25,Pacific Ocean,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-90_-30_-85_-25,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
South_America_-85_-30_-80_-25,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-80_-30_-75_-25,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-75_-30_-70_-25,South America,South America,South America,1.0,0.197,ok,South America 100%,385284,10319
South_America_-70_-30_-65_-25,South America,South America,South America,1.0,1.0,ok,South America 100%,130703,1809
South_America_-65_-30_-60_-25,South America,South America,South America,1.0,1.0,ok,South America 100%,74329,1157
South_America_-60_-30_-55_-25,South America,South America,South America,1.0,1.0,ok,South America 100%,4269285,47029
South_America_-55_-30_-50_-25,South America,South America,South America,1.0,0.999,ok,South America 100%,5100966,91557
South_America_-50_-30_-45_-25,South America,South America,South America,1.0,0.23,ok,South America 100%,7385591,32151
South_America_-45_-30_-40_-25,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-40_-30_-35_-25,South America,,,0.0,0.0,ocean-no-land,,0,0
South_America_-35_-30_-30_-25,South America,,,0.0,0.0,ocean-no-land,,0,0
Atlantic_Ocean_-30_-30_-25_-25,Atlantic Ocean,,,0.0,0.0,ocean-no-land,,0,0
